id,EAP,HPL,MWS
id15984,0.98856914,0.0068617705,0.0045691663
id01789,0.90143305,0.0329764,0.06559056
id27264,0.0025731134,0.0014507924,0.99597615
id05158,0.0016471655,0.014813892,0.983539
id14265,0.7322793,0.064665526,0.20305514
id20696,0.792118,0.0373638,0.17051822
id01133,0.5376431,0.060889058,0.4014679
id24953,0.713703,0.18329398,0.10300306
id11298,0.0988134,0.0031202193,0.89806634
id20917,0.2637864,0.68091094,0.055302657
id25275,0.027973432,0.96153915,0.010487377
id00850,0.9281331,0.015376033,0.056490816
id23225,0.0005557119,0.9993315,0.00011288605
id15602,0.06244861,0.07061604,0.8669354
id12160,0.10587148,0.22268242,0.67144614
id25388,0.006899888,0.99268323,0.00041690096
id13837,0.016383747,0.9832002,0.00041603428
id06804,0.0017271258,0.0006803628,0.9975925
id19978,0.5767584,0.36358833,0.0596533
id27563,0.0011606796,7.22496e-05,0.99876714
id23762,0.0075958753,0.99194735,0.00045677245
id22734,0.0029513198,0.9956536,0.0013950544
id09094,0.5461997,0.036509357,0.41729096
id27270,0.004236956,0.99475044,0.0010125573
id05043,0.015069946,0.8721542,0.112775885
id15290,0.19201453,0.7992863,0.008699191
id26333,0.98981524,0.0020709855,0.008113733
id26111,0.6433164,0.34665668,0.010026883
id23029,0.013664372,0.00097495323,0.9853607
id11837,0.8298548,0.14628382,0.023861362
id03497,0.86160344,0.02639244,0.112004176
id19290,0.49062097,0.4423008,0.06707817
id08008,0.98491687,0.009181161,0.005901903
id24949,0.016333042,0.9808483,0.0028186468
id25023,0.0019190739,0.00091480016,0.9971661
id02205,0.0018342312,0.9797314,0.018434335
id11041,0.9979798,0.000297865,0.0017223336
id14395,0.0022689153,0.9962698,0.0014612835
id01130,0.7853991,0.1758846,0.03871629
id21066,0.20796508,0.20167647,0.5903585
id17774,0.99357045,0.006066668,0.00036287186
id24519,0.0019057578,0.00029188028,0.9978023
id08460,0.9646109,0.013239204,0.022149956
id19897,0.0037096592,0.9953643,0.00092598534
id19028,0.9959721,0.0034064546,0.00062142673
id01850,0.9799643,0.005863806,0.014171905
id22472,0.0020747809,0.99761593,0.00030932488
id10709,0.0070167207,0.9897702,0.00321306
id17260,0.40272135,0.37672958,0.22054903
id22262,0.9855429,0.009806639,0.004650525
id00115,0.96445346,0.03244698,0.0030995654
id17483,0.009422143,0.009156891,0.98142093
id10763,0.45029753,0.46312907,0.0865734
id18014,0.0042986143,0.9929817,0.0027196852
id20414,0.16988048,0.02639053,0.803729
id14244,0.9501844,0.03947224,0.01034339
id24952,0.9768413,0.002024231,0.021134485
id08217,0.054066204,0.011728161,0.93420565
id01578,0.0015023402,0.00026252377,0.9982351
id00641,0.9838267,0.014086995,0.0020862804
id24982,0.99919575,0.00067411526,0.00013014654
id11192,0.99819416,0.0012929589,0.00051288895
id13759,0.10208513,0.03601992,0.86189497
id26752,0.9862942,0.009868521,0.0038372853
id06820,0.98104525,0.002737818,0.016216937
id27298,0.5658862,0.41438347,0.019730315
id20735,0.0025496513,0.00076664414,0.99668366
id08390,0.004199743,0.9899859,0.0058142957
id18571,0.25287738,0.02120947,0.72591317
id05804,0.0006144254,0.99924505,0.00014050375
id11867,0.056876928,0.008958118,0.93416494
id10286,0.9256151,0.0046168626,0.06976805
id22020,0.94506377,0.0081788525,0.046757396
id25835,0.0036091527,0.0013038255,0.99508697
id06583,0.89845794,0.03876252,0.0627795
id21403,0.0015831535,0.9981779,0.00023897634
id26730,0.9956528,0.002260121,0.0020870892
id06873,0.9752794,0.017221354,0.007499236
id03552,0.9954992,0.0012062445,0.0032945958
id05607,0.06406403,0.014165063,0.9217709
id26395,0.00447669,0.0047409046,0.99078244
id02844,0.92346376,0.04256794,0.033968363
id19710,0.1721521,0.5901413,0.23770659
id17076,0.8470154,0.06937986,0.083604746
id14070,0.99504626,0.0016016542,0.0033521615
id17106,0.41416553,0.20498952,0.3808449
id24689,0.9668728,0.021795683,0.011331508
id03718,0.86080116,0.011028836,0.12816997
id03957,0.9364569,0.05998164,0.0035613962
id18995,0.006894118,0.98991966,0.0031861863
id11668,0.77420217,0.10907378,0.116724096
id15721,0.9930727,0.0048029134,0.0021244332
id10379,0.001034639,0.99745244,0.0015128647
id15009,0.74257356,0.03684944,0.22057702
id11339,0.119861476,0.8762486,0.003889987
id18532,0.0059943576,0.99017054,0.003835074
id16469,0.8467851,0.02233821,0.13087673
id22464,0.001289336,0.9984053,0.000305373
id06314,0.0026903448,0.00062894006,0.9966807
id27085,0.96846855,0.007951338,0.023580141
id14452,0.97956926,0.003223357,0.017207345
id14939,0.7207169,0.151195,0.12808804
id20094,0.48907566,0.049392875,0.46153152
id23077,0.9350366,0.037286457,0.027676892
id17527,0.9777478,0.01302044,0.009231774
id14895,0.9072876,0.040446714,0.052265707
id22577,0.038215354,0.0022603143,0.95952433
id16111,0.09517484,0.8879905,0.016834721
id21649,0.15365009,0.48728958,0.3590603
id22954,0.7555524,0.21129137,0.033156212
id12624,0.0015416351,0.00075790845,0.9977005
id05737,0.99243575,0.0027000904,0.0048641064
id23937,0.055212863,0.012927816,0.9318593
id06620,0.0050295303,0.018931868,0.97603863
id18650,0.011503077,0.020519901,0.96797705
id09656,0.99101454,0.002853871,0.0061315517
id10285,0.95826614,0.028260212,0.013473709
id05729,0.018974934,0.0023674595,0.97865766
id00102,0.02738233,0.37535593,0.5972617
id26276,0.015349677,0.26795226,0.71669805
id12620,0.8629657,0.13166569,0.005368641
id17949,0.35473102,0.6139503,0.03131869
id15708,0.0032658537,0.9950499,0.0016842787
id18300,0.22917706,0.006160132,0.7646628
id04039,0.7947021,0.06868543,0.1366124
id12158,0.98174804,0.015301562,0.002950377
id23197,0.0042497255,0.9949084,0.0008418157
id25384,0.5134863,0.45580733,0.03070638
id09070,0.02613686,0.017826034,0.9560371
id27734,0.86104155,0.07034711,0.0686113
id27332,0.28750816,0.28130224,0.43118954
id00973,0.98215586,0.0058638593,0.01198023
id26625,0.27438235,0.7128311,0.01278661
id24578,0.060809165,0.9375973,0.0015935345
id05423,0.038794655,0.94988745,0.0113178855
id19124,0.011467913,0.982588,0.005944065
id00946,0.9879825,0.0054300935,0.006587338
id19229,0.5856553,0.24311107,0.17123364
id05311,0.37693292,0.36144182,0.26162526
id03289,0.83077544,0.14940403,0.019820517
id17758,0.0006297597,0.99884415,0.00052602193
id24336,0.0009073113,0.9987153,0.0003773654
id00603,0.092107825,0.02348755,0.88440466
id26467,0.5284836,0.1405056,0.33101073
id27835,0.026655365,0.0113457255,0.9619989
id06861,0.4699041,0.045028266,0.4850676
id23847,0.0016678363,0.00021553005,0.9981166
id06174,0.15672673,0.84107393,0.0021993148
id10968,0.99128073,0.008014161,0.00070515805
id10881,0.97975343,0.011756604,0.0084898975
id03204,0.0007678988,0.99897575,0.00025640958
id21921,0.34853658,0.3026879,0.3487755
id06539,0.74933475,0.09436013,0.15630512
id08880,0.07975997,0.23847765,0.68176234
id14725,0.32855475,0.0029691604,0.6684761
id26107,0.0032517882,0.0016601589,0.99508804
id07874,0.033403125,0.9658632,0.00073364686
id23638,0.9934462,0.00042488798,0.0061289337
id13498,0.007126321,0.0014795773,0.9913941
id18940,0.0013389362,0.0001790713,0.99848205
id02120,0.97608256,0.018854665,0.005062705
id26663,0.98593,0.009847849,0.004222196
id20127,0.000591378,0.0005639273,0.9988446
id27922,0.7893091,0.046360314,0.16433056
id15106,0.8649397,0.07819845,0.056861833
id22158,0.004371458,0.00020899011,0.9954196
id17029,0.0033487678,0.99400663,0.002644609
id02554,0.77246225,0.057470664,0.17006709
id18454,0.06953592,0.1527663,0.77769774
id09016,0.37457275,0.01841011,0.6070171
id02307,0.996564,0.0022390282,0.0011970171
id01650,0.05708273,0.0026446756,0.94027257
id01254,0.0014840447,0.9983803,0.00013564833
id12921,0.0059231236,0.0019103227,0.9921665
id05721,0.71172947,0.0023972432,0.28587326
id05798,0.18829735,0.78418875,0.027513951
id04417,0.0012561055,0.0009756644,0.9977683
id19620,0.94668573,0.031315535,0.021998659
id22680,0.009028334,0.98769253,0.0032791866
id21992,0.2977862,0.024846524,0.67736727
id22823,0.20776904,0.7871039,0.005127058
id12750,0.6600941,0.24565275,0.09425316
id23220,0.0028206143,0.006998126,0.99018127
id11851,0.81401116,0.08965201,0.09633688
id27438,0.66583174,0.2692183,0.06494994
id00797,0.5428487,0.035960197,0.4211911
id08593,0.92249495,0.0010825436,0.07642248
id01042,0.037395444,0.061083395,0.9015212
id19898,0.9127394,0.05608643,0.031174181
id24615,0.23089206,0.03968266,0.72942525
id18594,0.02600294,0.012663597,0.96133345
id08534,0.006328886,0.0051347376,0.98853636
id03889,0.9858752,0.01297088,0.00115394
id04873,0.9912049,0.0071870293,0.0016080161
id08264,0.99814653,0.00094027363,0.0009132533
id10187,0.2734939,0.021898866,0.70460725
id14278,0.07001336,0.008460728,0.9215259
id22528,0.0054220688,0.9927562,0.0018217617
id07416,0.28144857,0.47056785,0.24798352
id02857,0.54022354,0.08579281,0.37398362
id03875,0.00034093583,0.9995403,0.000118797994
id24437,0.0007021364,0.9988889,0.00040900885
id24940,0.035168882,0.928228,0.036603108
id15070,0.32658887,0.010872877,0.6625383
id14891,0.90591717,0.08662659,0.0074562244
id02110,0.9984446,0.000743417,0.0008120134
id24405,0.5274378,0.145108,0.32745424
id00373,0.0015015239,0.0008444143,0.99765414
id12728,0.9994356,0.00033796186,0.00022643966
id18958,0.99762315,0.0002675298,0.002109299
id17443,0.0020177793,0.9975352,0.00044703117
id03959,0.9886247,0.008681498,0.0026938263
id13218,0.19751629,0.0057842094,0.7966995
id01980,0.87811464,0.0813479,0.040537465
id10697,0.9959193,0.0018438955,0.0022368329
id24816,0.7613232,0.19496496,0.043711767
id00088,0.12468924,0.014459477,0.8608512
id13846,0.66712034,0.32645172,0.0064279553
id17597,0.9506585,0.015461069,0.033880364
id09947,0.00049121276,0.9991573,0.00035150215
id12050,0.8982847,0.08362061,0.018094745
id24060,0.00032545358,0.00014753803,0.999527
id19942,0.97536045,0.0034624191,0.021177094
id06541,0.66429526,0.31802824,0.017676542
id05746,0.99763143,0.0016546579,0.0007138414
id13577,0.046153437,0.50944793,0.4443986
id11877,0.0066450867,0.99219656,0.0011583844
id19491,0.4498695,0.37463632,0.17549412
id11352,0.023124848,0.0024889712,0.9743862
id12791,0.9936878,0.002698066,0.003614173
id05282,0.0881555,0.032628365,0.87921613
id26833,0.6105925,0.3235753,0.06583222
id00580,0.007842132,0.03337012,0.9587878
id01236,0.044527773,0.0040423293,0.9514299
id05455,0.049297318,0.9302416,0.02046108
id00069,0.005164584,0.9859805,0.008854884
id01605,0.9659741,0.011771991,0.022253903
id17737,0.9991935,0.0002990529,0.0005074305
id11315,0.008301262,0.0059108282,0.985788
id24044,0.36183715,0.39014444,0.24801844
id18677,0.9369631,0.016253749,0.046783123
id17678,0.81048083,0.118437454,0.071081735
id21528,0.982235,0.012245592,0.0055193943
id21985,0.5975277,0.29072204,0.1117503
id12860,0.62962073,0.18772887,0.18265045
id08793,0.9960212,0.0020881959,0.001890628
id09245,0.9693233,0.019292291,0.011384467
id12523,0.029573325,0.0048813303,0.96554536
id07158,0.07180827,0.67472553,0.25346625
id03473,0.016338723,0.9792782,0.0043830667
id05999,0.99841833,0.0012593025,0.00032233086
id02469,0.9257829,0.04361826,0.030598816
id16675,0.07556005,0.0241438,0.9002962
id20508,0.0014960854,0.00027563458,0.99822825
id12669,0.9988306,0.0005618312,0.00060759153
id22277,0.15678854,0.06035694,0.7828545
id00355,0.0019058121,0.010691432,0.9874027
id24427,0.014628643,0.9589698,0.026401658
id19241,0.59392345,0.37904736,0.027029177
id26301,0.06772892,0.11940794,0.8128632
id09404,0.28235266,0.6950817,0.022565639
id14347,0.8009151,0.015884561,0.18320034
id06898,0.99837,0.00020896626,0.0014211019
id08750,0.8941754,0.008925855,0.09689871
id13572,0.853006,0.04482498,0.10216901
id08731,0.0009416938,0.998847,0.00021124103
id20124,0.7378777,0.06256131,0.19956097
id14276,0.013402493,0.0991859,0.8874116
id13035,0.99295855,0.0015476709,0.0054937555
id24056,0.004159746,0.00075058703,0.9950897
id21132,0.99775606,0.0009380163,0.001305962
id21465,0.14916016,0.0077591264,0.8430807
id27148,0.0017252903,0.99768484,0.0005898262
id14482,0.6413868,0.17589408,0.18271916
id17950,0.7742254,0.16167703,0.06409752
id15233,0.0010862722,0.9986964,0.00021731513
id11794,0.16442415,0.003608438,0.8319675
id27227,0.06639522,0.875871,0.057733797
id13093,0.44882864,0.43371373,0.117457636
id12869,0.00077669474,0.9973863,0.0018370554
id01256,0.9553925,0.035057176,0.009550299
id00934,0.14874291,0.3071269,0.5441302
id00121,0.01985058,0.9541105,0.026038917
id11054,0.0030301614,0.98798555,0.008984307
id02573,0.95193905,0.01622262,0.031838287
id13626,0.44649225,0.2788906,0.27461717
id25047,0.65011066,0.274316,0.07557328
id04465,0.0011434766,0.9985587,0.00029778038
id09344,0.007179301,0.0009184883,0.9919022
id24254,0.00029367255,0.9995442,0.00016215153
id04266,0.0099010905,0.004577111,0.9855218
id19734,0.05902654,0.024667272,0.9163062
id13127,0.99391127,0.0009290898,0.005159629
id27066,0.13657111,0.005974487,0.85745436
id13629,0.00258869,0.00026004692,0.9971513
id26484,0.9771787,0.017085928,0.0057353675
id02074,0.34833622,0.001679876,0.64998394
id24688,0.9769042,0.014790917,0.008304877
id17455,0.0021668551,0.99743843,0.00039474253
id14980,0.9930059,0.0028409695,0.0041531143
id15840,0.9917891,0.0024491935,0.0057616457
id20440,0.0033634226,0.05682088,0.9398157
id25262,0.99939704,0.00034132905,0.00026163043
id20395,0.00070791354,0.9977076,0.0015845015
id14332,0.0029376373,0.9934953,0.0035671385
id07118,0.5801797,0.059050012,0.3607703
id26424,0.99901354,0.00040987408,0.00057651545
id21308,0.93164635,0.004310868,0.06404284
id21688,0.0049779015,0.00045050104,0.9945716
id09581,0.07076727,0.9220737,0.0071589826
id27297,0.95981526,0.036966678,0.0032180625
id20086,0.085223995,0.66578126,0.24899474
id03762,9.798732e-05,0.99986684,3.5129833e-05
id10789,0.64625585,0.013736541,0.3400076
id18058,0.3131741,0.09538307,0.5914428
id01701,0.9976252,0.002109962,0.00026481782
id17232,0.10681223,0.88367534,0.009512471
id23541,0.676478,0.0043233316,0.31919864
id20699,0.00015400979,0.99978584,6.013902e-05
id06657,0.004422969,0.29547158,0.7001055
id13807,0.27237564,0.011451994,0.7161724
id18344,0.17913112,0.61820704,0.20266181
id09363,0.35427588,0.485658,0.16006617
id12470,0.005104053,0.9944395,0.00045651858
id13430,0.99748886,0.0019896082,0.00052149117
id13549,0.020120094,0.0012626867,0.97861725
id24423,0.9342242,0.05411543,0.011660424
id15402,0.7214129,0.019362977,0.25922412
id22070,0.0030359374,0.9930581,0.0039059424
id05977,0.98808366,0.011155479,0.00076087896
id18772,0.47361365,0.09805193,0.42833441
id11214,0.0060135066,0.9937803,0.00020617286
id01263,0.85503566,0.115169,0.029795367
id03187,0.23550096,0.7186375,0.04586151
id07817,0.9963857,0.003167342,0.00044701347
id08796,0.019115094,0.9487792,0.032105647
id02347,0.3194048,0.0070523135,0.6735429
id08989,0.0026284507,0.0010456945,0.9963258
id24462,0.8260787,0.0447649,0.12915637
id05147,0.08005655,0.005343997,0.9145994
id26389,0.013037285,0.8386111,0.14835158
id12300,0.14666449,0.021655636,0.8316799
id06273,0.92408836,0.021854153,0.05405745
id27453,0.3189384,0.5210548,0.1600068
id19255,0.83179307,0.046750948,0.121455975
id22593,0.9415979,0.005628492,0.052773677
id07089,0.9988961,0.0004519079,0.0006519518
id22379,0.00072182796,0.9991196,0.00015855118
id22024,0.9876407,0.007404317,0.004955028
id25541,0.18399067,0.7235371,0.092472255
id10216,0.0021448038,0.9975496,0.00030556179
id07493,0.99903905,0.00059689226,0.00036407175
id25552,0.7262585,0.1081924,0.16554913
id21244,0.9534728,0.012581472,0.03394567
id17278,0.06143786,0.9142029,0.024359215
id14850,0.1339825,0.8547384,0.01127904
id21434,0.004169143,0.0021702163,0.9936606
id22924,0.96618414,0.014647106,0.01916878
id17321,0.81174314,0.069442995,0.11881388
id04319,0.57895815,0.09545418,0.3255877
id09823,0.1665603,0.7948587,0.03858098
id03485,0.0005674926,0.9987633,0.0006692375
id12138,0.7640051,0.03760059,0.19839427
id00196,0.006396844,0.010316808,0.9832864
id07822,0.041409485,0.012585706,0.9460048
id21775,0.029256966,0.009197271,0.96154577
id13407,0.42423463,0.009999297,0.5657661
id12430,0.0015309496,0.9979557,0.0005133494
id23691,0.9991804,0.0006402769,0.0001793446
id17641,0.006683106,0.9921584,0.0011584604
id09125,0.001562953,0.992342,0.0060950527
id18512,0.8822274,0.042210046,0.07556257
id01639,0.43535283,0.20835933,0.35628787
id06860,0.007538286,0.0037791596,0.98868257
id25534,0.9984836,0.000835423,0.00068101403
id13546,0.67245585,0.316455,0.011089201
id10032,0.90055996,0.01503218,0.08440789
id05228,0.11527904,0.087106675,0.7976143
id24992,0.002811567,0.0010044175,0.99618405
id14168,0.9959209,0.0028630483,0.0012159933
id20747,0.74086505,0.13035227,0.1287827
id16986,0.9905343,0.0048234677,0.004642195
id11226,0.6404473,0.30970636,0.049846273
id13998,0.9975491,0.0014625781,0.0009883028
id15169,0.9969516,0.0027328536,0.00031552216
id00737,0.6649463,0.011021182,0.3240325
id24476,0.7662656,0.006361749,0.22737266
id03044,0.730056,0.111235365,0.15870868
id26746,0.7950699,0.18546507,0.019465042
id10776,0.67018664,0.033571992,0.2962414
id06266,0.082917295,0.013980879,0.90310186
id13362,0.962011,0.037491407,0.0004976294
id09335,0.9849192,0.00042977283,0.014651067
id15894,0.01929415,0.96796787,0.01273795
id15866,0.15497616,0.01457725,0.83044654
id25763,0.5348178,0.054507263,0.41067493
id01091,0.00067140197,0.99908805,0.00024053473
id11647,0.99537647,0.0032467912,0.0013766645
id19671,0.008658376,0.1529282,0.8384134
id18007,0.004317262,0.0063738157,0.98930895
id01473,0.6301319,0.29015705,0.079711035
id07169,0.05559351,0.035246756,0.9091598
id05484,0.0014829421,0.0005549727,0.9979621
id18452,0.8802132,0.10138356,0.018403174
id27490,0.3787436,0.5764516,0.044804838
id11050,0.7731363,0.106911354,0.119952284
id07588,0.13139111,0.0010147541,0.8675941
id21194,0.99878746,0.00031335087,0.00089924777
id07282,0.0069045657,0.0017758631,0.9913196
id03652,0.9977285,0.0013485298,0.0009229095
id04009,0.018327096,0.88765943,0.094013445
id27188,0.8727267,0.031000044,0.09627329
id19554,0.8392956,0.009935886,0.1507685
id04072,0.99370885,0.004728233,0.0015629424
id19023,0.53325784,0.27352992,0.19321218
id08801,0.0016435789,0.0014672863,0.9968892
id08893,0.5787682,0.034386832,0.386845
id03644,0.0011923927,0.9948919,0.003915696
id00579,0.29846177,0.08066968,0.62086856
id15631,0.7359805,0.25639656,0.007622928
id07828,0.3549799,0.45853615,0.18648398
id00411,0.02937818,0.9570304,0.013591407
id26553,0.59731114,0.22957216,0.17311671
id05221,0.002060985,0.0018187382,0.99612033
id20958,0.9663185,0.021490928,0.01219058
id19691,0.9918292,0.001635628,0.006535113
id10400,0.99931014,0.00042604402,0.00026376263
id16157,0.002118869,0.00077899045,0.9971021
id26110,0.022256948,0.9668481,0.010895006
id26270,0.47960296,0.5122957,0.008101332
id04157,0.99577904,0.0023724488,0.0018484942
id24711,0.098968975,0.02685304,0.87417793
id05534,0.28792158,0.009026177,0.7030523
id21712,0.145823,0.8109492,0.043227777
id03280,0.018641498,0.012534406,0.9688241
id14997,0.056280892,0.00052203535,0.9431971
id21964,0.004449696,0.00039102318,0.9951593
id20963,0.0019777247,0.00017719445,0.99784505
id08635,0.28246012,0.7065004,0.01103948
id16390,0.08609769,0.76265734,0.15124497
id16486,0.88621163,0.023107277,0.0906811
id14367,0.01157741,0.15458637,0.83383626
id10560,0.9993186,0.00041530957,0.00026611998
id14106,0.5931575,0.040094204,0.36674833
id09668,0.979901,0.0010959612,0.01900311
id18250,0.9985813,0.001202801,0.00021595287
id26648,0.9364954,0.029408686,0.03409592
id27314,0.92429495,0.047516346,0.028188664
id04581,0.009294655,0.048910264,0.94179505
id06405,0.9232496,0.07219465,0.004555782
id17908,0.008026577,0.00045702487,0.99151635
id07217,0.45862576,0.051457647,0.48991662
id17285,0.002547347,0.00034134716,0.9971113
id19589,0.96972364,0.013626852,0.016649451
id15916,0.91519314,0.04672683,0.038080096
id26239,0.9979656,0.0008849127,0.0011495389
id20163,0.9775612,0.0075570834,0.014881717
id22845,0.015109403,0.029987492,0.9549031
id11509,0.36778417,0.13902503,0.49319077
id26789,0.6294813,0.2706996,0.099819094
id24679,0.9021837,0.026197491,0.071618766
id19832,0.9972812,0.00088475336,0.0018340831
id11724,0.91628826,0.006405211,0.077306576
id01539,0.52859354,0.00844177,0.46296468
id22039,0.3413619,0.3724981,0.28614002
id07621,0.0011908791,0.0015217493,0.9972874
id16398,0.0007642077,0.9974541,0.0017816651
id15932,0.7641322,0.015449671,0.22041814
id17054,0.0022907597,0.9974868,0.00022233845
id23487,0.8478202,0.0063414224,0.14583838
id16099,0.0013822735,0.9976113,0.0010064413
id25225,0.97225946,0.019660978,0.008079596
id18173,0.089388385,0.7918927,0.11871895
id24856,0.99379736,0.004075037,0.0021275778
id14760,0.020364007,0.4474281,0.5322079
id25291,0.88318217,0.1086796,0.008138276
id16267,0.97503406,0.013085016,0.011880883
id07922,0.022174455,0.0030461913,0.97477937
id20870,0.3470744,0.016939428,0.63598615
id21780,0.22095121,0.7268226,0.052226163
id21309,0.36443734,0.24380723,0.39175546
id05849,0.9807006,0.014624342,0.004675104
id16246,0.0045809853,0.0005226847,0.99489635
id25081,0.0038324278,0.9932005,0.0029670892
id06468,0.7485225,0.22052687,0.030950597
id13842,0.16217877,0.5344613,0.30335993
id23976,0.055381194,0.009671323,0.9349475
id25649,0.9938012,0.00061248004,0.005586385
id26815,0.0008751002,0.99870753,0.00041733668
id09343,0.004181081,0.00073654,0.9950824
id03120,0.0720143,0.19308248,0.7349032
id16638,0.49618566,0.018476909,0.48533738
id18625,0.0011592845,0.0005183655,0.9983223
id01679,0.1673201,0.008478403,0.82420146
id17137,0.012073604,0.98517555,0.0027508852
id14684,0.0029296242,0.0009862074,0.9960841
id01671,0.6667431,0.12046913,0.21278772
id27271,0.9393358,0.011241379,0.04942282
id16321,0.99780244,0.0018590308,0.0003385322
id07468,0.00016513167,0.9997793,5.5644286e-05
id20777,0.024487043,0.020751696,0.95476127
id26036,0.77411014,0.13644798,0.08944185
id23135,0.010095601,0.0034611137,0.9864433
id07669,0.011757836,0.038894337,0.9493478
id00142,0.0044550183,0.995193,0.00035196618
id12357,0.99293053,0.0013232836,0.005746142
id08890,0.016592782,0.037254635,0.9461526
id21379,0.0035524569,0.99616677,0.0002807349
id12099,0.18084836,0.0013791057,0.81777257
id06503,0.29092184,0.117489256,0.5915889
id14408,0.5536775,0.42717123,0.019151222
id17370,0.83984786,0.029681973,0.13047016
id25432,0.98760045,0.004882626,0.0075168866
id10132,0.33597648,0.01006486,0.6539587
id27069,0.0044533606,0.99062717,0.004919455
id11515,0.34454423,0.43889216,0.21656361
id01323,0.966851,0.00732041,0.0258286
id22520,0.00064152136,0.0012519024,0.9981066
id03293,0.008923102,0.0003690817,0.99070776
id19708,0.030312726,0.0040800604,0.96560717
id22346,0.9875103,0.007405843,0.0050837714
id27744,0.99676394,0.0019567928,0.0012792149
id04004,0.87609446,0.04962322,0.07428228
id09476,0.99795663,0.0009344919,0.0011088935
id01582,0.008434567,0.004507827,0.9870576
id23782,0.40559632,0.4418882,0.15251547
id03403,0.002513726,0.0013018225,0.9961844
id11119,0.015713291,0.98231447,0.0019722993
id16681,0.9830425,0.01333474,0.0036227864
id16399,0.9927965,0.0047071353,0.00249641
id22630,0.9404326,0.04264221,0.016925186
id27950,0.6894979,0.04477548,0.2657266
id00046,0.9902462,0.0025903606,0.0071634506
id25556,0.14409366,0.09663833,0.75926805
id16039,0.9984737,0.0006791699,0.0008471685
id09110,0.99214876,0.0058993185,0.0019519265
id19881,0.8091801,0.18380034,0.007019542
id21735,0.9206033,0.011329187,0.06806748
id02023,0.9983255,0.0012764826,0.00039799188
id01230,0.014464552,0.9849849,0.00055059936
id14916,0.0020636846,0.0021540027,0.9957824
id04944,0.8346626,0.0956123,0.06972513
id04349,0.08605518,0.035900887,0.87804395
id22580,0.00086336286,0.9986339,0.00050264795
id00343,0.5885062,0.3570918,0.05440194
id14218,0.0032928654,0.9963014,0.00040564823
id10546,0.98017913,0.014959643,0.0048612747
id05627,0.015557663,0.0015371133,0.98290527
id13735,0.01775235,0.9715943,0.010653406
id01525,0.0067141266,0.5371225,0.45616338
id25242,0.681471,0.017989734,0.30053928
id17077,0.7317708,0.04107535,0.22715384
id05672,0.6799112,0.10958682,0.21050195
id22404,0.007854387,0.9910306,0.0011150634
id25704,0.014681384,0.9728933,0.01242528
id00903,0.99923134,0.00061192765,0.00015668148
id15496,0.824825,0.10953712,0.06563792
id09903,0.050900307,0.001575507,0.9475242
id03419,0.9950381,0.0016905573,0.0032713544
id06647,0.47465074,0.010671268,0.514678
id16700,0.0032828795,0.9956235,0.0010936062
id08983,0.7961096,0.1383603,0.06553003
id20782,0.24749273,0.49740046,0.25510684
id24494,0.9941565,0.0027251565,0.003118363
id10495,0.0032756818,0.9964618,0.00026251315
id21262,0.7991721,0.011096802,0.18973114
id25689,0.00971033,0.004942902,0.9853468
id03705,0.034035623,0.019365534,0.94659877
id01187,0.05863089,0.9312326,0.010136545
id24649,0.84392613,0.101304814,0.054769017
id12629,0.001479932,0.00050054135,0.9980196
id15211,0.011899869,0.9870072,0.001092868
id13170,0.17948452,0.011039824,0.8094756
id14801,0.9123383,0.011288437,0.0763732
id18525,0.6856857,0.032116927,0.28219742
id21963,0.9995086,0.0003511355,0.00014018621
id23746,0.11699675,0.031759065,0.8512442
id18216,0.040599965,0.0022695628,0.95713043
id16493,0.0024544247,0.0014911527,0.9960544
id12987,0.001674861,0.9978041,0.0005209786
id04814,0.76172996,0.03194342,0.20632663
id18602,0.65009093,0.016632622,0.33327648
id23173,0.0063071237,0.99280643,0.000886426
id21165,0.58601516,0.05113526,0.36284956
id26123,0.99815327,0.001109569,0.00073710113
id22608,0.0113456845,0.0013020986,0.98735225
id21139,0.99762374,0.001519264,0.00085700344
id21853,0.0710783,0.9148656,0.014056013
id24128,0.94144064,0.055095676,0.0034637132
id15666,0.68329823,0.058949213,0.25775254
id11552,0.0075008716,0.9896445,0.002854568
id17621,0.0578213,0.18045855,0.7617202
id20001,0.94206464,0.036998335,0.020937003
id14166,0.74975604,0.23646665,0.01377734
id24108,0.32783338,0.5778626,0.094304
id19871,0.0061393487,0.9814311,0.012429557
id22361,0.005137184,0.0017658129,0.993097
id21065,0.016576353,0.27935034,0.7040733
id20749,0.99714226,0.0009171027,0.0019406511
id20898,0.00051964744,0.9994549,2.5407333e-05
id10398,0.096137464,0.032352187,0.8715104
id03578,0.42852008,0.061479393,0.5100006
id25932,0.21588694,0.018532665,0.76558036
id11133,0.07591046,0.07662467,0.84746486
id15794,0.024240185,0.95141315,0.024346625
id24479,0.9919302,0.0047761793,0.0032936106
id09563,0.001938546,0.9977691,0.00029234443
id11279,0.012144278,0.9296386,0.05821714
id26680,0.9940078,0.000998705,0.004993487
id20529,0.33557987,0.01832762,0.6460925
id11761,0.8870828,0.070828184,0.042088997
id02337,0.00035657577,0.99937755,0.00026593296
id04890,0.0053322804,0.0053098937,0.9893579
id15707,0.0018787631,0.00032711538,0.99779415
id26204,0.008934118,0.016372494,0.9746934
id15611,0.9251339,0.022329208,0.05253686
id17714,0.23990965,0.519387,0.24070331
id15392,0.998226,0.0014816306,0.0002923609
